cst_dim_id,transdate,transdatetime,amount,docno,direction,target,os_count_30d,Количество разных моделей телефона (phone_model) за последние 30 дней — насколько часто клиент “менял устройство” по логам,last_phone_model,last_os_ver,logins_7d,Количество уникальных логин-сессий за последние 30 дней до transdate,avg_logins_7d,avg_logins_30d,rel_freq_change_7_30d,login_share_7_30d,avg_login_interval,std_login_interval,interval_variance_30d,weighted_avg_interval_7d,Показатель “взрывности” логинов: (std?mean)/(std+mean)(std - mean)/(std + mean)(std?mean)/(std+mean) для интервалов,fano_factor_interval,z_score_avg_interval_7d_vs_30d,hour,day_of_week,is_night,amount_log,is_high_risk_combo,is_fast_bot,time_since_last_login,user_avg_amt,user_std_amt,user_tx_count,user_hist_fraud,amount_to_avg_ratio,rare_os_flag,rare_device_flag,high_device_volatility,suspicious_device_combo,high_login_volatility,scorecard_total,is_device_hopper,login_volatility_factor,device_count_30d,fraud_probability,fraud_prediction,risk_level,detection_stage
2096229005,2025-03-04,2025-03-04 17:41:57,4000.0,8442,b3a3d4a6006293195d998957d4f01e42,0,1.0,1,Samsung SM-S918B,Android/14,11.0,53,1.5714285714285714,1.7666666666666666,-0.1105121293800538,0.2075471698113207,50667.857142857145,78912.7269079706,6227218468.051948,6872.638130014896,0.21797146518520444,122902.7399065726,0.0267908985024482,17,1,0,8.294299608857235,0,0,7,28754.722222222223,34933.048554685105,108,1,0.13910758619357208,0,1,0,0,0,2,0,0,0,0.00010833286436468918,0,LOW,ml_model
2933493153,2025-07-06,2025-07-06 14:52:13,500.0,11685,d677d4e1a0f625e1ad746ea950c9dca9,0,0.0,0,Vivo_v2339,Android/15,0.0,0,0.0,0.0,0.0,0.0,1350.0,1824.3354954612928,3328200.0,-1.0,0.14942828070300188,2465.333333333333,-1.0,14,6,0,6.2166061010848646,0,0,10,12163.26025,31605.155005433433,240,2,0.041107399638185,0,1,0,0,0,2,0,0,0,2.7251881362777066e-05,0,LOW,ml_model
456000634,2024-12-18,2024-12-18 14:12:25,20000.0,7128,87b698d1edae13c21ce86678de3b8546,0,1.0,1,Samsung SM-A536E,Android/14,7.0,13,1.0,0.4333333333333333,1.3076923076923077,0.5384615384615384,213360.0,425545.9700196913,0.0,127828.03317618545,0.33210829132360686,848750.3402699663,-0.4085810047547966,14,2,0,9.90353755128617,1,0,10,42509.385714285716,35397.17766825561,70,0,0.47048433337578893,0,1,0,0,0,2,0,0,0,2.088092202579291e-06,0,LOW,ml_model
2937698824,2025-02-11,2025-02-11 21:03:45,27880.0,4262,df9a3b9f0e23b5187cb5c867619be00d,0,2.0,2,OPPO CPH2239,Android/11,0.0,5,0.0,0.1666666666666666,-1.0,0.0,135120.0,91900.0892273778,8445626400.0,-1.0,-0.19037923436517634,62504.63587921847,-1.0,21,1,0,10.235700732236957,0,0,3,11830.37037037037,17161.980343744955,27,0,2.356646421639221,0,1,0,0,0,2,0,0,0,1.0226467035523038e-05,0,LOW,ml_model
2935544871,2025-02-05,2025-02-05 22:46:22,750.0,11252,264056829227ea7fbaf46fad95ca6ed6,0,1.0,1,Vivo V2342,Android/14,3.0,8,0.4285714285714285,0.2666666666666666,0.6071428571428571,0.375,305434.28571428574,305178.9118346342,93134168228.57144,47220.0,-0.0004182252867718,304923.751473312,-0.7036668570030428,22,2,0,6.621405651764134,0,0,2,21263.909090909092,17097.914653990745,22,0,0.035271031153939876,0,1,0,0,0,2,0,0,0,3.0573234938514234e-05,0,LOW,ml_model
2938774348,2025-03-30,2025-03-30 21:14:54,7000.0,7602,827fb586666a9e0ac752ea4218cb9975,0,1.0,2,Honor_ver-n49,Android/15,14.0,63,2.0,0.0,-0.0476190476190476,0.2222222222222222,42757.27272727273,46830.84754388203,2193128281.678322,19703.820048062466,0.04547003335129576,51292.52035477546,-0.1183712630490447,21,6,0,8.853808274977197,0,0,3,55930.30303030303,67088.64231768523,33,1,0.12515576745950047,0,1,0,0,0,2,0,0,0,0.025900172296129616,0,LOW,ml_model
456064118,2025-03-25,2025-03-25 11:47:25,1500.0,11958,dadb8057d800959fbd62aa66e33e2cbb,0,1.0,2,Vivo V2201,Android/14,5.0,25,0.7142857142857143,0.8333333333333334,-0.1428571428571428,0.2,102939.23076923077,93120.07723034068,8671348783.384615,114937.00776287932,-0.05008256756119707,84237.55179231959,-0.2119224055239603,11,1,0,7.313886831633462,0,0,13,12865.51724137931,39830.72758881118,58,1,0.11659072634682391,0,1,0,0,0,2,0,0,0,1.2694834814305082e-05,0,LOW,ml_model
452154710,2025-04-22,2025-04-22 13:24:38,1800.0,10137,c2082f252fbcbf42f0f876f183207314,0,1.0,1,Samsung_sm-a135f,Android/14,4.0,23,0.5714285714285714,0.7666666666666667,-0.2546583850931678,0.1739130434782608,88816.36363636363,127698.47903578158,16306901548.051949,45887.48201438849,0.17958175485592312,183602.445319834,-0.4660694793372357,13,1,0,7.496097345175956,0,0,11,35945.0,58782.4803275138,34,0,0.05007650577270831,0,1,0,0,0,2,0,0,0,8.535946885856862e-06,0,LOW,ml_model
2938063812,2024-12-21,2024-12-21 19:27:04,100000.0,10527,d292c2df4f2fa352578fdc6ad1aee458,0,2.0,2,Xiaomi 24069PC21G,Android/14,9.0,23,1.2857142857142858,0.7666666666666667,0.6770186335403727,0.391304347826087,77813.33333333333,271154.2136233813,73524607565.71428,10865.317905907808,0.5540368494897024,944884.4358170958,-0.2220538361869713,19,5,0,11.51293546492023,1,0,5,56782.1935483871,160794.56201390876,93,1,1.7611154791824788,0,1,0,0,0,2,0,0,0,0.016432705907042128,0,LOW,ml_model
456591642,2025-02-11,2025-02-11 15:02:35,45000.0,9158,59fb538d5c6a9b5853b5787a29c02102,0,1.0,1,"iPhone14,7",iOS/16.1.2,24.0,94,3.4285714285714284,3.1333333333333333,0.094224924012158,0.2553191489361702,28356.831683168315,33564.55019602357,1126579029.861386,11700.833701189524,0.0841021042297711,39728.66371140068,-0.177214829224766,15,1,0,10.714439990727769,0,0,9,47549.638554216865,103396.53921669612,166,1,0.9463794335405994,1,0,0,0,0,2,0,0,0,0.0004139044111596684,0,LOW,ml_model
